Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_2_level_1_clean_001.wav,The Rosary drew to a soft melancholy close.,the rosery drew to a soft melancholy close,0.125,0.028571429,0.125,0.234375,0.765625
task_2_level_1_clean_002.wav,So you think I ought to have accepted their offer?,so you think i ought to have accepted their offer,0,0,0,0,1
task_2_level_1_clean_003.wav,It need not be true but it MUST be spontaneous.,it meed not be true but it must be spontaneous,0.1,0.027027027,0.1,0.19,0.81
task_2_level_1_clean_004.wav,At that the Time Traveller laughed cheerfully.,at that the time traveller laughed cheerfully,0,0,0,0,1
task_2_level_1_clean_005.wav,Such a wrong is not easily forgotten.,such a wrong is not easily forgotten,0,0,0,0,1
task_2_level_1_clean_006.wav,"There were no shops, no workshops, no sign of importations among them.",there were no shops no work shops no sign of importations among them,0.166666667,0,0.153846154,0.224358974,0.775641026
task_2_level_1_clean_007.wav,Be careful how you play your hand alone!,be careful how you play your hand alone,0,0,0,0,1
task_2_level_1_clean_008.wav,"And it was the first orchid I ever had, and I loved you for it!",and it was the first orchid i ever had and i loved you for it,0,0,0,0,1
task_2_level_1_clean_009.wav,The whole thing was virtually out between us.,the whole thing was pirtually out between us,0.125,0.027027027,0.125,0.234375,0.765625
task_2_level_1_clean_010.wav,"Nobody but me, till now, has ever heard.",n nobody but me till now has ever heard,0.125,0.033333333,0.111111111,0.111111111,0.888888889
task_2_level_1_clean_011.wav,"He must weigh as much as I do, and he is shooting into the sky like an air balloon.",he must weigh as much as i do and he is shooting into the sky like an air baloom,0.052631579,0.031746032,0.052631579,0.102493075,0.897506925
task_2_level_1_clean_012.wav,"She had been for some time raised on her elbow, but then as if something had happened to her vitality she sank down till her head rested again on the sofa cushion.",she had been for some time raised on her elbow but then as if something had happened to her bytality she sank down till her head rested again on the soapa cushion,0.0625,0.030769231,0.0625,0.12109375,0.87890625
task_2_level_1_clean_013.wav,Civilization has been at work there.,civilization has been at work there,0,0,0,0,1
task_2_level_1_clean_014.wav,"If the poor Marionette had dangled there much longer, all hope would have been lost.",if the poor marionette had dangled there much longer all hope would have been lost,0,0,0,0,1
task_2_level_1_clean_015.wav,The person looking straight in was the person who had already appeared to me.,the person looking straight in was the person who had already appeared to me,0,0,0,0,1
task_2_level_1_clean_016.wav,"He did not know, and suggested that they should try to guess it.",he did not know and suggested that they should try to guess it,0,0,0,0,1
task_2_level_1_clean_017.wav,"They pry everywhere, they see everything, and they know what we want before we know it ourselves.",they pry everywhere they see everything and they know what we want before we know it ourselves,0,0,0,0,1
task_2_level_1_clean_018.wav,Can you imagine what I felt as this conviction came home to me?,can you imagine what i felt as this conviction came home to me,0,0,0,0,1
task_2_level_1_clean_019.wav,The darkness seemed to grow luminous.,the darkness seemed grow lominous,0.333333333,0.096774194,0.333333333,0.466666667,0.533333333
task_2_level_1_clean_020.wav,"You know, from such a man as yourself it is almost overwhelming.",you know from such a man as yourself it is almost overwhelming,0,0,0,0,1
task_2_level_1_clean_021.wav,"I am a very poor man, he sobbed.",i am a very poor man he sobbed,0,0,0,0,1
task_2_level_1_clean_022.wav,"I turned frantically to the Time Machine, and strove hard to readjust it.",i turned frantically to the time machine and strove hard to readjust it,0,0,0,0,1
task_2_level_1_clean_023.wav,The very banality and innocence of the first act only allowed the blow to fall afterward with more awful effect.,the very banality and innocence of the first acct only allowed the blow to fall afterward with more hawhful effect,0.1,0.032608696,0.1,0.19,0.81
task_2_level_1_clean_024.wav,I will always remember that I love thee and all in our cave.,i will always remember that i love thee and all in our cave,0,0,0,0,1
task_2_level_1_clean_025.wav,The bird acts like a stupid branchier.,the bird acts like a stupid branchier,0,0,0,0,1
task_2_level_1_clean_026.wav,"Now if father or I wanted to know whether it was raining we should just step over to the window, and look out and then come back and go do with really interesting conversation.",now if father or i wanted to know whether it was reining we should just step over to the window and look out and then come back and go dun really interesting conversation,0.088235294,0.042553191,0.088235294,0.143493761,0.856506239
task_2_level_1_clean_027.wav,You know my studio at the top of the house?,you know my studio at the top of the house,0,0,0,0,1
task_2_level_1_clean_028.wav,"Right and left we can go, backward and forward freely enough, and men always have done so.",right and left we can go backward and forward threely enough and ment always have done so,0.117647059,0.042253521,0.117647059,0.221453287,0.778546713
task_2_level_1_clean_029.wav,I am hungry and my dinner must be cooked.,i am hungry and my dinner must be cooked,0,0,0,0,1
task_2_level_1_clean_030.wav,"The difficulty of increasing population had been met, I guessed, and population had ceased to increase.",the difficulty of increasing population had been met a guest in population had ceased to increase,0.1875,0.070588235,0.1875,0.33984375,0.66015625
task_2_level_1_clean_031.wav,She addressed me most frequently in that way as though she liked the very word young.,she addressed me most frequently in that way as though she liked the very word young,0,0,0,0,1
task_2_level_1_clean_032.wav,I remonstrated against this arrangement as we stopped to rest.,i remonstrated against this arrangement as we stopped to rest,0,0,0,0,1
task_2_level_1_clean_033.wav,It was wrong of me to disobey Father and to run away from home.,it was wrong of me to disobey father and to run away from home,0,0,0,0,1
task_2_level_1_clean_034.wav,"Her lips parted, and she took him in her arms.",her lips parted and she took him in her arms,0,0,0,0,1
task_2_level_1_clean_035.wav,"When she faced him again her face was a little pale, and her magnificent eyes heavy with tears.",when she faced him again her face was a little pale and her magnificent eyes heavy with tears,0,0,0,0,1
task_2_level_1_clean_036.wav,It seemed to me that I ought to have heard his very soul scream while we were seated at supper.,it seemed to me that i ought to have heard his very soul scream while we were seated at supper,0,0,0,0,1
task_2_level_1_clean_037.wav,I was gathering it into final form.,i was gathering an into final form,0.142857143,0.071428571,0.142857143,0.265306122,0.734693878
task_2_level_1_clean_038.wav,He was so full of life and vivid vitality.,he was so full of life and vivid by tality,0.222222222,0.060606061,0.2,0.288888889,0.711111111
task_2_level_1_clean_039.wav,What was it to get away if I got away only till dinner?,what was it to get away if i got away only till dinner,0,0,0,0,1
task_2_level_1_clean_040.wav,"But they were interested by my matches, and I struck some to amuse them.",but they were interested by my matches and i struck some to amuse them,0,0,0,0,1
