Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_2_level_2_clean_001.wav,Would you like to touch my hand?,wo yo anto tuch money o e,1.0,0.6,1.0,1.0,0.0
task_2_level_2_clean_002.wav,"The summer air seemed charged with menace, and the silence that followed the noise of the car oddly ominous.",thih some egans e chargin an biti o e hol o  oner,1.0,0.7159090909090909,1.0,1.0,0.0
task_2_level_2_clean_003.wav,"There are certain irremovable barriers between myself and them, and I must accept them.",ter are ser you o go war myself he must ave sem them,0.8571428571428571,0.6111111111111112,0.8,0.9505494505494505,0.04945054945054945
task_2_level_2_clean_004.wav,"Then I asked in my turn, Did she tell you I was here?",en i as to ot  she a we was a,0.7692307692307693,0.6923076923076923,0.7692307692307693,0.9307692307692308,0.06923076923076923
task_2_level_2_clean_005.wav,Welcome as one of the family!,welcome as one ,0.5,0.4782608695652174,0.5,0.5,0.5
task_2_level_2_clean_006.wav,What a material young lady it is.,what me demeny lomees,0.8571428571428571,0.6538461538461539,0.8571428571428571,0.9642857142857143,0.03571428571428571
task_2_level_2_clean_007.wav,"Yes she is coming, she said and though her voice was steady, her hands trembled.",lesson is comen s a sa nover voice was ende he ands oe,0.8,0.47619047619047616,0.8,0.9538461538461538,0.046153846153846156
task_2_level_2_clean_008.wav,He inquired after you the last time he called on me.,you war on to aso col,0.9090909090909091,0.7804878048780488,0.9090909090909091,0.9848484848484849,0.015151515151515152
task_2_level_2_clean_009.wav,"Her own exposure had unnerved her, and thoughts were colliding painfully in her brain.",the on pos o o not o on e,1.0,0.8309859154929577,1.0,1.0,0.0
task_2_level_2_clean_010.wav,"I followed, but halting a little.",i followed  ol,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.7777777777777778,0.2222222222222222
task_2_level_2_clean_011.wav,"When we had selected one, we immediately carried it somewhere else and smoked it for the place was, on the whole, more gloomy and less inviting than any in the house.",wen elee on ree tere somewone else n he swolling the place was on the mold lessen by te oen ose,0.8064516129032258,0.5606060606060606,0.8064516129032258,0.9447004608294931,0.05529953917050691
task_2_level_2_clean_012.wav,He spent all that day roaming over the house.,he's been all ot danbo,0.8888888888888888,0.6944444444444444,0.8,0.9259259259259259,0.07407407407407407
task_2_level_2_clean_013.wav,I only wish I could spare you all this!,i wol esor the sper os,0.8888888888888888,0.7333333333333333,0.8888888888888888,0.9814814814814815,0.018518518518518517
task_2_level_2_clean_014.wav,The clergyman was conscious of some bitter disappointment which he could not keep out of his voice.,o i in is conscious os o eter to sepoint she yo not keep out ,0.8235294117647058,0.5487804878048781,0.7777777777777778,0.9372549019607843,0.06274509803921569
task_2_level_2_clean_015.wav,"If I might say so, there is something almost blasphemous in this horror of the elements.",f i my pas o is something almost plassi his foror a e,0.75,0.49295774647887325,0.75,0.9230769230769231,0.07692307692307693
task_2_level_2_clean_016.wav,"In all thy ways acknowledge Him, and He shall direct thy paths.",nal i wen a donis  sel e ee an,1.0,0.78,1.0,1.0,0.0
task_2_level_2_clean_017.wav,There was something august in the stillness of the room.,het was someting affust mis in thise,0.9,0.5217391304347826,0.8181818181818182,0.9428571428571428,0.05714285714285714
task_2_level_2_clean_018.wav,"The possibility he hinted, however remote, was enough to stop her short, actually and mentally.",he mote e anto i oever  on was a lon to stop sor action entie,0.9333333333333333,0.5714285714285714,0.8235294117647058,0.96,0.04000000000000001
task_2_level_2_clean_019.wav,I hope you are quite well.,i a le on my fon,0.8333333333333334,0.85,0.8333333333333334,0.9722222222222222,0.027777777777777776
task_2_level_2_clean_020.wav,It was the beauty of it.,it was amperi of et,0.5,0.5,0.5,0.7,0.3
