Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_1_level_7_clean_001.wav,"No, said he, smiling, that is no subject of regret at all.",no said he smiling that is no subject tof regret it all,0.166666667,0.046511628,0.166666667,0.305555556,0.694444444
task_1_level_7_clean_002.wav,"This story will be all over the world, we heard him begin.",this story will be oll over the world we heard him begin,0.083333333,0.022222222,0.083333333,0.159722222,0.840277778
task_1_level_7_clean_003.wav,"But the question was, how much?",but the question was how much,0,0,0,0,1
task_1_level_7_clean_004.wav,"In the pause which followed, could be heard the tension of feeling produced.",in the pause which followed could be heard the tension of feeling forduced,0.076923077,0.048387097,0.076923077,0.147928994,0.852071006
task_1_level_7_clean_005.wav,"I hope we all try, said she, smiling nervously.",i hope we all try said she smiling nervously,0,0,0,0,1
task_1_level_7_clean_006.wav,What can she be to me?,what can she be to le,0.166666667,0.0625,0.166666667,0.305555556,0.694444444
task_1_level_7_clean_007.wav,This was just the moment to seize.,this was just the moment to seeaze,0.142857143,0.074074074,0.142857143,0.265306122,0.734693878
task_1_level_7_clean_008.wav,"I happen to know, because we are pretty good friends.",i happen to know because we are pretty good friends,0,0,0,0,1
task_1_level_7_clean_009.wav,There was certainly no harm in his travelling sixteen miles twice over on such an errand but there was an air of foppery and nonsense in it which she could not approve.,ther was certainly no harm in his traveling sixteen miles twice over on such an arrand but there was an air of popry and nonsense  which she could not approve,0.1875,0.073529412,0.1875,0.295833333,0.704166667
task_1_level_7_clean_010.wav,"He saw radiant joy in her face, he saw the flowers beat against her dress in blue waves.",he saw radian joy in her face he saw the flower's beat against her dress and bee waves,0.277777778,0.086956522,0.263157895,0.426900585,0.573099415
task_1_level_7_clean_011.wav,"This was her time to efface herself and the household, to help him to lift the load.",this was her time to a face herself in the househ to help him to lift the lowd,0.294117647,0.121212121,0.277777778,0.447712418,0.552287582
task_1_level_7_clean_012.wav,But to whom did you say them?,but to whom did you say them,0,0,0,0,1
task_1_level_7_clean_013.wav,"It may seem strange, perhaps, that I had not noticed this before.",it may seem strange perhaps that i had not noticed this pefore,0.083333333,0.019607843,0.083333333,0.159722222,0.840277778
task_1_level_7_clean_014.wav,The best way to picture it all is to say that I was off my guard.,the best way to picture it all is to say that i was off my gard,0.0625,0.020408163,0.0625,0.12109375,0.87890625
task_1_level_7_clean_015.wav,And what is a man that he should not run with his brothers?,and what is a man that he should not run with his brothers,0,0,0,0,1
task_1_level_7_clean_016.wav,I am going to spare both the father and the son.,i'm going to spare both the father and e son,0.090909091,0.054054054,0.090909091,0.173553719,0.826446281
task_1_level_7_clean_017.wav,"It sounds so unworthy, now we know what our love is.",it sounds so unworthy now we know what our love is,0,0,0,0,1
task_1_level_7_clean_018.wav,"She asked as if nothing had happened  What are you thinking of, amigo?",she asked as if nothing had happened what do you thinking of a mego,0.230769231,0.072727273,0.214285714,0.335164835,0.664835165
task_1_level_7_clean_019.wav,"In the morning grave, dignified and sweet, at noon laughing, capricious, at evening whatever one least expected.",in the morning grave dignified an sweet at noon laughing precious had evening whatever one least expected,0.176470588,0.065934066,0.176470588,0.321799308,0.678200692
task_1_level_7_clean_020.wav,And what are five miles from a station in these days of bicycles?,and what er five miles from the station  these days of piceales,0.307692308,0.192307692,0.307692308,0.480769231,0.519230769
task_1_level_7_clean_021.wav,Both show themselves amazingly ingenuous in the practice of sentiment.,both show themselves amazingly in genuous in the practice of sentiment,0.2,0,0.181818182,0.263636364,0.736363636
task_1_level_7_clean_022.wav,"I never take a case from one nurse and give it to another, excepting for incompetency.",i never take a case from one nurse and give it to another excepting for incompetency,0,0,0,0,1
task_1_level_7_clean_023.wav,The second footman possessed a fine barytone.,the second flipman possessed a fine barretone,0.285714286,0.131578947,0.285714286,0.489795918,0.510204082
task_1_level_7_clean_024.wav,"And now, my friend, as you cannot come to me, may I come to you?",now my friend as you cannot come to me may i come to you,0.066666667,0.065217391,0.066666667,0.066666667,0.933333333
task_1_level_7_clean_025.wav,She was rejoicing in her escape from dullness.,she was rejoicing and her escape from dulness,0.25,0.078947368,0.25,0.4375,0.5625
task_1_level_7_clean_026.wav,"I would leave, on the spot, both him and you.",i would leave on the spot with him in you,0.2,0.121212121,0.2,0.36,0.64
task_1_level_7_clean_027.wav,He has misbehaved himself from the first.,he has missebehaved himself from the first,0.142857143,0.058823529,0.142857143,0.265306122,0.734693878
task_1_level_7_clean_028.wav,The big doorway opened into a proportionately great hall hung with brown.,the big doorway opened into a proportionately great hall hung with brown,0,0,0,0,1
task_1_level_7_clean_029.wav,The library lights are just as we left them.,the library ligkts are just as we left the,0.222222222,0.057142857,0.222222222,0.395061728,0.604938272
task_1_level_7_clean_030.wav,And then surprise and emotion silenced him.,and thin surprise in emotion silenced him,0.285714286,0.083333333,0.285714286,0.489795918,0.510204082
task_1_level_7_clean_031.wav,As he ran the master raised his arm and a pistol shot rang in the air.,as he ran the master raised his arm and a pistol shot rang in the air,0,0,0,0,1
task_1_level_7_clean_032.wav,"I remained where I was, and while I waited I thought of more things than one.",i remained where i was and while i waited i thought of more things than one,0,0,0,0,1
task_1_level_7_clean_033.wav,The thin young lady was talkative enough.,the thin young lady was talkative enough,0,0,0,0,1
task_1_level_7_clean_034.wav,"A certain scheme, from which hitherto he had shrunk, now appeared practical.",a certain scheme in which hitherto he had shrunk now appeared practical,0.083333333,0.064516129,0.083333333,0.159722222,0.840277778
task_1_level_7_clean_035.wav,And you choose that time for grazing?,and you choose that time for grayin,0.142857143,0.066666667,0.142857143,0.265306122,0.734693878
task_1_level_7_clean_036.wav,"I am starving, he remarked acidly, and I felt a little compunction.",i am starving in remarked acidly and i felt a little confunction,0.166666667,0.075471698,0.166666667,0.305555556,0.694444444
task_1_level_7_clean_037.wav,"Combined with some other, he surprised her by answering quickly, as if he were quite at home with his subject.",combined with some other he surprised her by answering quickly as if he woul quite at home with ha subject,0.1,0.056818182,0.1,0.19,0.81
task_1_level_7_clean_038.wav,"Something in the quality of her exclamation, something utterly unexpected, something I had never heard before, and also the way she was looking at me with a sort of incredulous, concentrated attention, disconcerted me exceedingly.",something in the quality of her explanation something utterly unexpected something i had never heard before and also the way she was looking at me it the sort of inpredulous concentrated attention disconcerted mhe exceedingly,0.142857143,0.036842105,0.142857143,0.265306122,0.734693878
task_1_level_7_clean_039.wav,"This is a painful matter to me, and I regret it.",this is a painful matter to me and i regrett it,0.090909091,0.027777778,0.090909091,0.173553719,0.826446281
task_1_level_7_clean_040.wav,"You do not know it I dare say, but two or three years ago I had a great passion for taking likenesses, and attempted several of my friends, and was thought to have a tolerable eye in general.",you do not know it i dare say but two or three years ago i had a great passion for taking likenesses and attempted several of my friends and was thought to have a tolerable eye in general,0,0,0,0,1
task_1_level_7_clean_041.wav,You will get very tired when tea is over.,see to get very tired fr teas over,0.555555556,0.375,0.555555556,0.777777778,0.222222222
task_1_level_7_clean_042.wav,"What a phantom he was, that man with a beard of at least seven tones of brown.",what a fantom he was that man with a beard of at least seven an tones of brown,0.117647059,0.066666667,0.111111111,0.163398693,0.836601307
task_1_level_7_clean_043.wav,"And bending low over him, he asked Who are you?",inbending low over him he asked ore you,0.4,0.138888889,0.4,0.55,0.45
task_1_level_7_clean_044.wav,"I hope we will be able to get in, I murmured.",i hope we will be able to get in and murmured,0.090909091,0.090909091,0.090909091,0.173553719,0.826446281
task_1_level_7_clean_045.wav,"yelled all the Marionettes, pouring out of the wings.",yelled all the marianets pouring out of the wings,0.111111111,0.069767442,0.111111111,0.209876543,0.790123457
task_1_level_7_clean_046.wav,What are you saying all to yourself?,what are you saying all to yourself,0,0,0,0,1
task_1_level_7_clean_047.wav,But for some time I had lost the sense of us two being quite alone in the studio.,but for some time i had lost this sense of us to being quite alone in the studio,0.111111111,0.047619048,0.111111111,0.209876543,0.790123457
task_1_level_7_clean_048.wav,"She had said she had a right to that hour, and she took it to the full.",she had said she had a right to that hour and she took it to the floor,0.058823529,0.075471698,0.058823529,0.114186851,0.885813149
task_1_level_7_clean_049.wav,Then the boy verged into a man.,then the boy birged into a man,0.142857143,0.083333333,0.142857143,0.265306122,0.734693878
task_1_level_7_clean_050.wav,"You see, we women are not like you men, indifferent to each other unless by some exception.",he see we women are not like you men indifferent to each other unless by some exception,0.058823529,0.041666667,0.058823529,0.114186851,0.885813149
task_1_level_7_clean_051.wav,I never had spirit enough to run out into the middle of the room.,i never had spirid enough to run out into the middle of the room,0.071428571,0.019607843,0.071428571,0.137755102,0.862244898
task_1_level_7_clean_052.wav,"I felt that I might, perhaps, after all, succeed in keeping my wits about me.",i felt that i might puthaps after all succeed in keeping my wits about hi,0.133333333,0.06779661,0.133333333,0.248888889,0.751111111
task_1_level_7_clean_053.wav,"We were too magnificent, said he.",we rer two magnificent said e,0.5,0.153846154,0.5,0.75,0.25
task_1_level_7_clean_054.wav,We ought to reflect on what manner of beings we are.,we ought to reflect an what manner of beings be are,0.181818182,0.048780488,0.181818182,0.330578512,0.669421488
task_1_level_7_clean_055.wav,"It would have been far easier to have accepted the happiness of the moment, and chanced the future.",i would have been far easier to a accepted the happiness of the moment and chance he future,0.222222222,0.075,0.222222222,0.395061728,0.604938272
task_1_level_7_clean_056.wav,It makes such a difference when you see a person with beautiful things behind him unexpectedly.,it makes such a difference when you see a person with beautiful things behind him unexpectedly,0,0,0,0,1
task_1_level_7_clean_057.wav,"The rich had been assured of his wealth and comfort, the toiler assured of his life and work.",the rich had been assured of his wealth and comport the toiler assured of his life and work,0.055555556,0.013513514,0.055555556,0.108024691,0.891975309
task_1_level_7_clean_058.wav,We must not strain the toleration of the French authorities too much!,he must not strain the toleration of the frendhiputhorities too much,0.25,0.070175439,0.25,0.386363636,0.613636364
task_1_level_7_clean_059.wav,"I was very tired and sleepy, and soon my theorising passed into dozing.",i was very tired ind sleeply and soon my theorizing past into doze,0.307692308,0.140350877,0.307692308,0.520710059,0.479289941
task_1_level_7_clean_060.wav,I assured him that I could not.,i assured him that i could not,0,0,0,0,1
task_1_level_7_clean_061.wav,"It must have gone into the past if it has gone anywhere, he said.",it must have gone into the past if it is gone anywhere he said,0.071428571,0.04,0.071428571,0.137755102,0.862244898
task_1_level_7_clean_062.wav,"I seem more accustomed to its notes, or it lends itself better to my way of playing.",i seem more accustomed to its notes or it lends itself better to my way of playin,0.058823529,0.015151515,0.058823529,0.114186851,0.885813149
task_1_level_7_clean_063.wav,You are in a fair way to be spoiled by all the silly women who run after you.,you are in a fair way to be spoiled by all the silly women who run after you,0,0,0,0,1
