Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_1_level_7_clean_001.wav,"No, said he, smiling, that is no subject of regret at all.",mon fa e fiin har a den ad te te the dena on,1.083333333,0.720930233,1,1,0
task_1_level_7_clean_002.wav,"This story will be all over the world, we heard him begin.",wit tay did the ilio the war e livin began,0.916666667,0.6,0.916666667,0.991666667,0.008333333
task_1_level_7_clean_003.wav,"But the question was, how much?",it the pla fon lage ar mat,1,0.666666667,0.857142857,0.976190476,0.023809524
task_1_level_7_clean_004.wav,"In the pause which followed, could be heard the tension of feeling produced.",in the plaus o fired tould be ford the confon of men teree,0.615384615,0.5,0.615384615,0.852071006,0.147928994
task_1_level_7_clean_005.wav,"I hope we all try, said she, smiling nervously.",a with e i foun o be mate te,1,0.833333333,1,1,0
task_1_level_7_clean_006.wav,What can she be to me?,thet con to duty,0.833333333,0.6875,0.833333333,0.958333333,0.041666667
task_1_level_7_clean_007.wav,This was just the moment to seize.,lepe gent the menen o te,0.857142857,0.666666667,0.857142857,0.976190476,0.023809524
task_1_level_7_clean_008.wav,"I happen to know, because we are pretty good friends.",ol oppen men the re ar tily en fen,1,0.69047619,1,1,0
task_1_level_7_clean_009.wav,There was certainly no harm in his travelling sixteen miles twice over on such an errand but there was an air of foppery and nonsense in it which she could not approve.,it hint me made mon men e tanen i e mil bi e aan at e an but ther wis an ar of trocker and nonsate i so be non a tree,0.90625,0.595588235,0.852941176,0.975585938,0.024414063
task_1_level_7_clean_010.wav,"He saw radiant joy in her face, he saw the flowers beat against her dress in blue waves.",he a le mi terin the fat he fout a flower beaut ent i len and be rod,0.888888889,0.608695652,0.888888889,0.987654321,0.012345679
task_1_level_7_clean_011.wav,"This was her time to efface herself and the household, to help him to lift the load.",he po can com e face i selp in a houson the had been tolist te mon,1,0.621212121,1,1,0
task_1_level_7_clean_012.wav,But to whom did you say them?,it the bo to be falin,1,0.818181818,1,1,0
task_1_level_7_clean_013.wav,"It may seem strange, perhaps, that I had not noticed this before.",but moven tin o ol that i had not mad a pe te far ,0.833333333,0.607843137,0.714285714,0.904761905,0.095238095
task_1_level_7_clean_014.wav,The best way to picture it all is to say that I was off my guard.,the tat lay the pic date of i beplay tied off my dad,0.8125,0.551020408,0.8125,0.956730769,0.043269231
task_1_level_7_clean_015.wav,And what is a man that he should not run with his brothers?,e mete e man an e fignel on mes e seter,0.923076923,0.739130435,0.923076923,0.993006993,0.006993007
task_1_level_7_clean_016.wav,I am going to spare both the father and the son.,anm going to far tet te father an he sin,0.727272727,0.324324324,0.727272727,0.918181818,0.081818182
task_1_level_7_clean_017.wav,"It sounds so unworthy, now we know what our love is.",the en san morbe san la i loter,1,0.725,1,1,0
task_1_level_7_clean_018.wav,"She asked as if nothing had happened  What are you thinking of, amigo?",he as te te h nothing of hoin bat it sining of the new day,1.076923077,0.636363636,0.933333333,0.994871795,0.005128205
task_1_level_7_clean_019.wav,"In the morning grave, dignified and sweet, at noon laughing, capricious, at evening whatever one least expected.",in the million brade the defiden e at meln lagen inti an e man het evher wenen tospecte,0.882352941,0.571428571,0.833333333,0.970588235,0.029411765
task_1_level_7_clean_020.wav,And what are five miles from a station in these days of bicycles?,in wat a five miles rom the fat in the ren gabe bit ite,0.846153846,0.480769231,0.785714286,0.950549451,0.049450549
task_1_level_7_clean_021.wav,Both show themselves amazingly ingenuous in the practice of sentiment.,both feven bad a maving ma e enminet e enti e senon,1.1,0.6,0.916666667,0.991666667,0.008333333
task_1_level_7_clean_022.wav,"I never take a case from one nurse and give it to another, excepting for incompetency.",inother fay the place a one mere an divit fr mother except in tor intrincent,0.9375,0.47826087,0.882352941,0.983333333,0.016666667
task_1_level_7_clean_023.wav,The second footman possessed a fine barytone.,the wotant te de the gent e find baren,1.142857143,0.631578947,0.888888889,0.984126984,0.015873016
task_1_level_7_clean_024.wav,"And now, my friend, as you cannot come to me, may I come to you?",he nowmy find a becenet comto ye ther i temt to you,0.8,0.456521739,0.8,0.95,0.05
task_1_level_7_clean_025.wav,She was rejoicing in her escape from dullness.,he did be grat tor in te her fat i bolen,1.125,0.710526316,0.818181818,0.954545455,0.045454545
task_1_level_7_clean_026.wav,"I would leave, on the spot, both him and you.",i e leved an e fack oteinan,0.9,0.666666667,0.9,0.985714286,0.014285714
task_1_level_7_clean_027.wav,He has misbehaved himself from the first.,he had missed the hope on sel in estar,1.142857143,0.617647059,0.888888889,0.984126984,0.015873016
task_1_level_7_clean_028.wav,The big doorway opened into a proportionately great hall hung with brown.,the good bloden opened inta popentmet i red farn fo mi bon,0.833333333,0.573770492,0.833333333,0.972222222,0.027777778
task_1_level_7_clean_029.wav,The library lights are just as we left them.,the library a a dent e telected,0.777777778,0.485714286,0.777777778,0.936507937,0.063492063
task_1_level_7_clean_030.wav,And then surprise and emotion silenced him.,e in the pig in a mothing an,1.142857143,0.694444444,1,1,0
task_1_level_7_clean_031.wav,As he ran the master raised his arm and a pistol shot rang in the air.,a e won no te wate te gan an pit te sat lain ear,1,0.611111111,1,1,0
task_1_level_7_clean_032.wav,"I remained where I was, and while I waited I thought of more things than one.",a mon bay ya  mari ated a bat of moting in an,0.9375,0.666666667,0.9375,0.994791667,0.005208333
task_1_level_7_clean_033.wav,The thin young lady was talkative enough.,e tin men mode e cocsite emo,1,0.705882353,1,1,0
task_1_level_7_clean_034.wav,"A certain scheme, from which hitherto he had shrunk, now appeared practical.",thet e in he citity he ad sant ma te conete,0.916666667,0.693548387,0.916666667,0.992424242,0.007575758
task_1_level_7_clean_035.wav,And you choose that time for grazing?,an te tat tom o day it,1,0.633333333,1,1,0
task_1_level_7_clean_036.wav,"I am starving, he remarked acidly, and I felt a little compunction.",and farthen we mase actity and i selt the lit of betention,0.916666667,0.547169811,0.846153846,0.972222222,0.027777778
task_1_level_7_clean_037.wav,"Combined with some other, he surprised her by answering quickly, as if he were quite at home with his subject.",anbine with en other if the pied the had re in sice and wit te a it of han e sen,0.95,0.625,0.904761905,0.99047619,0.00952381
