Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_2_level_3_clean_001.wav,"No, retorted Maggie, I know what I said and I said what I meant.",,1.0,1.0,1.0,1.0,0.0
task_2_level_3_clean_002.wav,"The fault of Euphemia is that she will not, simply will not, chop the suet sufficiently small.",i almo e en e o e an not e ope pote  i  en,0.9411764705882353,0.7733333333333333,0.9411764705882353,0.9957983193277311,0.004201680672268907
task_2_level_3_clean_003.wav,If he had only known then the dreadful things that were to happen to him on account of his disobedience!, o on     hor e ,0.95,0.9285714285714286,0.95,0.9875,0.0125
task_2_level_3_clean_004.wav,That place is too sweetly squalid for words.,what e i e ol ,1.0,0.8055555555555556,1.0,1.0,0.0
task_2_level_3_clean_005.wav,"Part only of this answer, however, was admitted.",what o e owee,1.0,0.8157894736842105,1.0,1.0,0.0
task_2_level_3_clean_006.wav,While you were away in the city the Fox and the Cat returned here in a great hurry.,wone roe o e fa a when e pere,1.0,0.7692307692307693,1.0,1.0,0.0
task_2_level_3_clean_007.wav,That your cousin has always hoped.,el we i wol o al ,1.0,0.8928571428571429,1.0,1.0,0.0
task_2_level_3_clean_008.wav,You shall hear tomorrow what she learned.,he oe wine  e,1.0,0.8235294117647058,1.0,1.0,0.0
task_2_level_3_clean_009.wav,To kill a naked cub is shame., wo o paben fol,1.0,0.8636363636363636,1.0,1.0,0.0
task_2_level_3_clean_010.wav,had she wronged him with her fears for the future?, lon  e ee,1.0,0.875,1.0,1.0,0.0
task_2_level_3_clean_011.wav,"You see how he could see, I meanwhile went on.",he oter o a e won e,0.9,0.7714285714285715,0.9,0.9857142857142858,0.014285714285714285
task_2_level_3_clean_012.wav,His one impulse was to put his arms about her.,didn't more e ol ti to e one lie,1.0,0.7777777777777778,1.0,1.0,0.0
task_2_level_3_clean_013.wav,"The wood is full of footsteps, said the doctor, just as the heart is full of echoes.",the wooln o o aot e   tan a har of e o,0.9411764705882353,0.676923076923077,0.9411764705882353,0.9950980392156863,0.004901960784313725
task_2_level_3_clean_014.wav,"She was not yet quite able to see him and his charming happy wife together, without feeling uncomfortable.",e not e mor in  fon wor o witbout oe eee,0.9444444444444444,0.7701149425287356,0.9444444444444444,0.9949494949494949,0.00505050505050505
