Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_1_level_4_clean_001.wav,"I would offer to escort you, but duty takes me, at an early hour, in quite another direction.",i would offer to escort the but duty takes me and an early hour in quite another direction,0.111111111,0.069444444,0.111111111,0.209876543,0.790123457
task_1_level_4_clean_002.wav,"Yet it appeared to me that we were all, at Bly, sufficiently sacrificed to make that venial.",yet it appeared to me that we were all at life sufficiently sacrificed to make that ,0.117647059,0.136986301,0.117647059,0.172794118,0.827205882
task_1_level_4_clean_003.wav,"The young man was amused, and the dog also seemed to enjoy the exercise.",the young man was amused in the dog also seemed to enjoy the exercise,0.071428571,0.035087719,0.071428571,0.137755102,0.862244898
task_1_level_4_clean_004.wav,He fairly glittered in the gloom.,he saraly glittered in the gloom,0.166666667,0.111111111,0.166666667,0.305555556,0.694444444
task_1_level_4_clean_005.wav,"Ah, the world is too much for us.",ar the world is too much for us,0.125,0.041666667,0.125,0.234375,0.765625
task_1_level_4_clean_006.wav,When he thanked her she started to her feet.,when he thanked her she started to here feet,0.111111111,0.028571429,0.111111111,0.209876543,0.790123457
task_1_level_4_clean_007.wav,No doubt she had bought that lot very cheap and it did not look at all inviting.,no doubt she had thought that lot very cheap and it did not look at all inviting,0.058823529,0.031746032,0.058823529,0.114186851,0.885813149
task_1_level_4_clean_008.wav,"They came round the bend together, and out into the clearing.",they came round the ben together and hout into the clearing,0.181818182,0.040816327,0.181818182,0.330578512,0.669421488
task_1_level_4_clean_009.wav,I had so feared you might think it useless or foolish.,i had so feared o myh think if useless or foolish,0.272727273,0.139534884,0.272727273,0.47107438,0.52892562
task_1_level_4_clean_010.wav,And now let me ask you a few questions.,and now let me ask you a few questions,0,0,0,0,1
task_1_level_4_clean_011.wav,The neighbourhood of Brunswick Square is very different from almost all the rest.,the neighborhood of brunswich square is very different from almost all the rest,0.076923077,0.014925373,0.076923077,0.147928994,0.852071006
task_1_level_4_clean_012.wav,The moonlight on the lake is worth seeing from the terrace.,the on light on the lake is worth seeing from the terrace,0.181818182,0.041666667,0.166666667,0.242424242,0.757575758
task_1_level_4_clean_013.wav,"Yes, it was always this colour.",yes it was always this color,0,0,0,0,1
task_1_level_4_clean_014.wav,"It hops about upon the ground, chirping anxiously.",it hops about upon the ground terping anxiously,0.125,0.073170732,0.125,0.234375,0.765625
task_1_level_4_clean_015.wav,But you will do every thing right.,but you will do everything riht,0.428571429,0.037037037,0.428571429,0.619047619,0.380952381
task_1_level_4_clean_016.wav,"Those who knew any thing about it, must have felt the difference.",those who knew anything about it must have felt the difference,0.166666667,0,0.166666667,0.242424242,0.757575758
task_1_level_4_clean_017.wav,Then I had better speak to him and remind him who I am.,then i had better speak to him and remind him who i am,0,0,0,0,1
task_1_level_4_clean_018.wav,Something new for your coachman and horses to be making their way through a storm of snow.,something knew for your coach men and horses to be making their way throgh a storm of snow,0.235294118,0.04109589,0.222222222,0.359477124,0.640522876
task_1_level_4_clean_019.wav,I asked him how old he was.,i asked him how old ye was,0.142857143,0.05,0.142857143,0.265306122,0.734693878
task_1_level_4_clean_020.wav,No sooner was it finished than it began to laugh and poke fun at him.,no sooner was it finished hand it began to laugh and poke fun of him,0.133333333,0.074074074,0.133333333,0.248888889,0.751111111
task_1_level_4_clean_021.wav,He looked like a giant lizard with legs and arms.,he looked like a giant lizzard with legs and arms,0.1,0.025641026,0.1,0.19,0.81
task_1_level_4_clean_022.wav,"Good man, will you be kind enough to give a penny to a poor boy who is yawning from hunger?",good man will you be kind enough to give a penny to a poor boy who is yawrning from cungo,0.1,0.057142857,0.1,0.19,0.81
task_1_level_4_clean_023.wav,"He has no income, no profession, no home all those things tell against him.",he has no income no profession no home all those things tell against him,0,0,0,0,1
task_1_level_4_clean_024.wav,He is a most valorous captain.,he is a most valorous captain,0,0,0,0,1
task_1_level_4_clean_025.wav,Somewhere in a window a caged bird was singing its heart out to the sky.,somewhere n a window occaged bird was singing its heart out to the sky,0.2,0.052631579,0.2,0.314285714,0.685714286
task_1_level_4_clean_026.wav,He will never think anything worth while.,he will never think anything worth while,0,0,0,0,1
task_1_level_4_clean_027.wav,What have you been doing to it?,what have you been doing to it,0,0,0,0,1
task_1_level_4_clean_028.wav,You were most amiable to me when I first saw you.,you were most amiable to me when i first saw you,0,0,0,0,1
