Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_1_level_4_clean_001.wav,"I would offer to escort you, but duty takes me, at an early hour, in quite another direction.",i would offer to es port them but de think te an an early howur and quite another directin,0.555555556,0.236111111,0.526315789,0.763157895,0.236842105
task_1_level_4_clean_002.wav,"Yet it appeared to me that we were all, at Bly, sufficiently sacrificed to make that venial.",let it e po e what he were all a clid efficiently sot the fice o make that ,0.823529412,0.410958904,0.736842105,0.918300654,0.081699346
task_1_level_4_clean_003.wav,"The young man was amused, and the dog also seemed to enjoy the exercise.",young an with a mee in the dag al o het injoyed e eti,0.928571429,0.50877193,0.928571429,0.994897959,0.005102041
task_1_level_4_clean_004.wav,He fairly glittered in the gloom.,he tar gleter in e greem,0.666666667,0.481481481,0.666666667,0.888888889,0.111111111
task_1_level_4_clean_005.wav,"Ah, the world is too much for us.",ah the wold is he nut fa,0.625,0.458333333,0.625,0.839285714,0.160714286
task_1_level_4_clean_006.wav,When he thanked her she started to her feet.,when he ume mus e batter to is is,0.666666667,0.6,0.666666667,0.888888889,0.111111111
task_1_level_4_clean_007.wav,No doubt she had bought that lot very cheap and it did not look at all inviting.,no doubt tey pought that lot er tee an is did not look at all in bi hem,0.588235294,0.301587302,0.526315789,0.735294118,0.264705882
task_1_level_4_clean_008.wav,"They came round the bend together, and out into the clearing.",te came round e bun deter and out in te perin,0.636363636,0.326530612,0.636363636,0.867768595,0.132231405
task_1_level_4_clean_009.wav,I had so feared you might think it useless or foolish.,i a dot fel you might interduce lit or toer,0.636363636,0.534883721,0.636363636,0.854545455,0.145454545
task_1_level_4_clean_010.wav,And now let me ask you a few questions.,a now lat me ask to he few question,0.555555556,0.233333333,0.555555556,0.802469136,0.197530864
task_1_level_4_clean_011.wav,The neighbourhood of Brunswick Square is very different from almost all the rest.,the naighborhood of brunfan wer y very different from halmas all the ruck,0.461538462,0.28358209,0.461538462,0.710059172,0.289940828
task_1_level_4_clean_012.wav,The moonlight on the lake is worth seeing from the terrace.,on might on the lak o wore seing from the car,0.636363636,0.375,0.636363636,0.867768595,0.132231405
task_1_level_4_clean_013.wav,"Yes, it was always this colour.",yeh it was always this toler,0.333333333,0.130434783,0.333333333,0.555555556,0.444444444
task_1_level_4_clean_014.wav,"It hops about upon the ground, chirping anxiously.",e happed thabout upon the ground tioing on titee,0.75,0.463414634,0.666666667,0.875,0.125
task_1_level_4_clean_015.wav,But you will do every thing right.,but you will be uvery thing riht,0.428571429,0.148148148,0.428571429,0.673469388,0.326530612
task_1_level_4_clean_016.wav,"Those who knew any thing about it, must have felt the difference.",tho en me anything about it must have selt e defen,0.666666667,0.307692308,0.666666667,0.878787879,0.121212121
task_1_level_4_clean_017.wav,Then I had better speak to him and remind him who I am.,then i had but a feot to him and remind hem to i wan,0.461538462,0.30952381,0.428571429,0.648351648,0.351648352
task_1_level_4_clean_018.wav,Something new for your coachman and horses to be making their way through a storm of snow.,something new o the comsment and horses in the making moir way toh a stormer now,0.588235294,0.342465753,0.588235294,0.819852941,0.180147059
task_1_level_4_clean_019.wav,I asked him how old he was.,often how old you wae,0.714285714,0.6,0.714285714,0.885714286,0.114285714
