Filename,Original Text,Transcribed Text,WER,CER,MER,WIL,WIP
task_1_level_1_clean_001.wav,I thought I should have fainted.,i thought i should have fainted,0,0,0,0,1
task_1_level_1_clean_002.wav,"After a while, I picked up the gun, and turning my back on the sun tramped on again.",after a while i picked up the gun ind turning my back on the sun tramped on again,0.055555556,0.015625,0.055555556,0.108024691,0.891975309
task_1_level_1_clean_003.wav,"Here is his answer, if you like to see it.",here in hus answer he like to see it,0.4,0.225806452,0.4,0.6,0.4
task_1_level_1_clean_004.wav,But in the end she did go.,but in the end she did go,0,0,0,0,1
task_1_level_1_clean_005.wav,"Do you remember how the Israelites were shut in, between Migdol and the sea?",do you remember how the israelites were shut in between migdall and the sea,0.071428571,0.032786885,0.071428571,0.137755102,0.862244898
task_1_level_1_clean_006.wav,What did you do it for?,when did you do it for,0.166666667,0.117647059,0.166666667,0.305555556,0.694444444
task_1_level_1_clean_007.wav,"At the same moment the ground gave way, and with a cry she fell out of the wood.",at the same moment the ground gave way and with a cry she fell out of the wood,0,0,0,0,1
task_1_level_1_clean_008.wav,"said Father Wolf, showing all his white teeth.",said father wolf showing all his wife teeth,0.125,0.054054054,0.125,0.234375,0.765625
task_1_level_1_clean_009.wav,"Before she finished I began to paint, and she resumed the pose, smiling and chattering like a sparrow.",before she finished i began to paint and she resumed the pose smiling and chattering like a sparrow,0,0,0,0,1
task_1_level_1_clean_010.wav,Is he too so very remarkable?,is he too so very remarkable,0,0,0,0,1
task_1_level_1_clean_011.wav,"I have not, said the Provincial Mayor.",i have not said the provincial mayor,0,0,0,0,1
task_1_level_1_clean_012.wav,I even composed a most beautiful letter of farewell.,a ven composed the most beautiful letter of farewell,0.333333333,0.11627907,0.333333333,0.555555556,0.444444444
task_1_level_1_clean_013.wav,Away in front the crackling had become one prolonged crash.,a way in front the crack ling had become one polonged crash,0.5,0.020408163,0.416666667,0.591666667,0.408333333
task_1_level_1_clean_014.wav,"I wore, in turning it over, my most responsible air.",i wor inturning it over my most responsible air,0.3,0.025,0.3,0.455555556,0.544444444
task_1_level_1_clean_015.wav,People in the shops are very polite and people in the world are like people in the shops.,people in the shops are very polite and people in the world are like people in the shops,0,0,0,0,1
task_1_level_1_clean_016.wav,"I want you to worry less, and to buy yourself some new gowns, and to begin to enjoy life!",i want you to worry less and to buy yourself some new gowns into begin to enjoy life,0.105263158,0.029411765,0.105263158,0.15497076,0.84502924
task_1_level_1_clean_017.wav,"Not actually, perhaps, at this moment.",not actually perhaps at this moment,0,0,0,0,1
task_1_level_1_clean_018.wav,"I put on the screws now and then, he explained.",i put on the screws now ind then he explained,0.1,0.027777778,0.1,0.19,0.81
task_1_level_1_clean_019.wav,I felt that the cause was mine and that I should surely get all.,i felt that the cause was mine and that i should surely get all,0,0,0,0,1
task_1_level_1_clean_020.wav,Thank you for your kind explanation!,bank you for your kind explanation,0.166666667,0.066666667,0.166666667,0.305555556,0.694444444
task_1_level_1_clean_021.wav,"That donkey was worried about something, but I have spoken to him and now he seems quiet and reasonable.",that don ky was worried about something but i have spoken to him and now he seems quiet and reasonable,0.105263158,0.011904762,0.1,0.147368421,0.852631579
task_1_level_1_clean_022.wav,"To myself, she repeated in a loud tone.",to myself she repeated in aloued tome,0.375,0.066666667,0.375,0.553571429,0.446428571
task_1_level_1_clean_023.wav,"No, I mean not out of this room, I said with some embarrassment.",no i mean not out of this room i said with some embarrassment,0,0,0,0,1
task_1_level_1_clean_024.wav,"The Wolves are a free people, said Father Wolf.",the roobs are a free people said father wolf,0.111111111,0.108108108,0.111111111,0.209876543,0.790123457
task_1_level_1_clean_025.wav,I woke with a start to her voice saying positively  No.  Not even in this room.,a woke with a start to her voice saying positively known not even in this room,0.125,0.066666667,0.125,0.234375,0.765625
task_1_level_1_clean_026.wav,"What do I do, with the mirror?",wot do i do with the mirror,0.142857143,0.090909091,0.142857143,0.265306122,0.734693878
task_1_level_1_clean_027.wav,"There is an agent of ours, a fellow I have been employing for purchasing supplies, a perfectly honest man.",there is an ageint of ours a fellow i have been employing for purchasing supplies a perfectly honest man,0.052631579,0.011764706,0.052631579,0.102493075,0.897506925
task_1_level_1_clean_028.wav,Was it likely that a clergyman and a gentleman would refer to his engagement in a manner so flippant?,was it likely that a clargyman and a gentleman would refer to his engagement in a manner so flippant,0.052631579,0.012195122,0.052631579,0.102493075,0.897506925
task_1_level_1_clean_029.wav,But you are going to be a sorry boy before very long.,but you are going to be a sorry boy before very long,0,0,0,0,1
task_1_level_1_clean_030.wav,You have not heard all that you ought to hear.,you have not heard all that you ought to hear,0,0,0,0,1
task_1_level_1_clean_031.wav,That can have only one meaning.,that can have only one meaning,0,0,0,0,1
task_1_level_1_clean_032.wav,"The story was so fantastic and incredible, the telling so credible and sober.",the story was so fantastic and incredible the telling so credible and sober,0,0,0,0,1
task_1_level_1_clean_033.wav,He said it was something like genius.,he said it was something like genius,0,0,0,0,1
task_1_level_1_clean_034.wav,And now you have gone over to the enemy.,and now you have gone over to the enemy,0,0,0,0,1
task_1_level_1_clean_035.wav,A woman is always an interesting subject and I was thoroughly awake to that interest.,a woman is always in interesting subject and i was thoroughly awake to that interest,0.066666667,0.014285714,0.066666667,0.128888889,0.871111111
task_1_level_1_clean_036.wav,"By Jove, a fellow wants to have a clean bill when he shakes hands with her!",by joe a fellow ants to have a clean bill when he shakes hands with her,0.125,0.034482759,0.125,0.234375,0.765625
task_1_level_1_clean_037.wav,He might as well have spoken to the wind.,he might as well av spoken to the wind,0.111111111,0.0625,0.111111111,0.209876543,0.790123457
task_1_level_1_clean_038.wav,"But, darling, in those dark days which are past, all seemed gone, for us both.",but darling in those dar days which ae passed all seemed gone for us both,0.2,0.084745763,0.2,0.36,0.64
task_1_level_1_clean_039.wav,At times I could wring her neck.,at times i could ring her neck,0.142857143,0.04,0.142857143,0.265306122,0.734693878
task_1_level_1_clean_040.wav,"I need not risk the scaffold, since now you are safe.",i need not risk the scaffold since now you are safe,0,0,0,0,1
task_1_level_1_clean_041.wav,Anxiety moved her to question him.,anxiety moved her the question him,0.166666667,0.071428571,0.166666667,0.305555556,0.694444444
task_1_level_1_clean_042.wav,This whole space was as bright as day with the reflection of the fire.,this whole space was as bright as day with the reflection of the fire,0,0,0,0,1
task_1_level_1_clean_043.wav,"I said, Why tell me of the world?",i said white tell me of the world,0.125,0.125,0.125,0.234375,0.765625
task_1_level_1_clean_044.wav,That odor tickled my hunger and I followed it.,that owdered tickled my hunger and i followed it,0.111111111,0.108108108,0.111111111,0.209876543,0.790123457
task_1_level_1_clean_045.wav,"Almost every sentence she spoke, drew attention to it.",almost every sentence she spoke dreug attention to it,0.111111111,0.045454545,0.111111111,0.209876543,0.790123457
task_1_level_1_clean_046.wav,"He has, for the second time, quite altered.",he has for the second time quite altered,0,0,0,0,1
task_1_level_1_clean_047.wav,"I had always my hypocrisy of work, behind which, now, I gained the sofa.",i had always my hypocrisy of work behind which now i gained the sofa,0,0,0,0,1
task_1_level_1_clean_048.wav,He would eliminate me somehow out of the affair.,he would eliminate me somehow out of the affair,0,0,0,0,1
task_1_level_1_clean_049.wav,"He was always agreeable and obliging, and speaking pleasantly of every body.",he was always agreeable and obliging and speaking pleasantly of every body,0,0,0,0,1
task_1_level_1_clean_050.wav,"It is being young, he said quietly, picking up his racquet from the floor and preparing to go.",it is being young he said quietly picking up his racket from the floor and preparing to go,0.055555556,0.027027027,0.055555556,0.108024691,0.891975309
task_1_level_1_clean_051.wav,"I hoped for a forgotten hairpin, for some tiny piece of ribbon.",i hoped for a forgotten hair pin for some tiny piece of ribbon,0.166666667,0,0.153846154,0.224358974,0.775641026
task_1_level_1_clean_052.wav,It was like being in an enchanted place.,it was like being in an enchanted place,0,0,0,0,1
task_1_level_1_clean_053.wav,"Save for a subsiding stir of dust, the further end of the laboratory was empty.",savefless sobsiding stir ob dust the further end of the laboratory was empty,0.333333333,0.095238095,0.333333333,0.487179487,0.512820513
task_1_level_1_clean_054.wav,She is a most unfortunate creature.,she is a most unfortunate creature,0,0,0,0,1
task_1_level_1_clean_055.wav,The tempest of emotion in her arms was hushed to rest.,the tempest of emotion in her arms was hushed to rest,0,0,0,0,1
task_1_level_1_clean_056.wav,Near the park gates a little knot of excited boys were preparing to fly a kite.,near the park gates a little not of excited boys wirh preparing to fly a kite,0.125,0.047619048,0.125,0.234375,0.765625
task_1_level_1_clean_057.wav,"She speculated, as she gathered in her tricks.",she speculated as she gathered in her tricks,0,0,0,0,1
task_1_level_1_clean_058.wav,At that moment I attained the knowledge of who it was I had before me.,at that moment i attained the knowledge of who it was i had before me,0,0,0,0,1
task_1_level_1_clean_059.wav,"he cried, turning around this is a queer place for you!",he cried turning around this is a queer place for you,0,0,0,0,1
task_1_level_1_clean_060.wav,"I could find no machinery, no appliances of any kind.",i could find no machinery no appliances of any kind,0,0,0,0,1
task_1_level_1_clean_061.wav,We have no engagement for Thursday?,we have no engagement for thursday,0,0,0,0,1
task_1_level_1_clean_062.wav,I was feeling quite inanimate as to body and frightfully stimulated as to mind all the time.,i was feeling quite inanimate as to body and frightfully stimulated as to min dall the time,0.117647059,0,0.117647059,0.221453287,0.778546713
task_1_level_1_clean_063.wav,And he wiped away a tear.,and he wiped away a tear,0,0,0,0,1
task_1_level_1_clean_064.wav,No reason to disbelieve my son!,no reason to disbelieve my son,0,0,0,0,1
task_1_level_1_clean_065.wav,It was a mere emotional trick.,it was a mere amotional trick,0.166666667,0.041666667,0.166666667,0.305555556,0.694444444
task_1_level_1_clean_066.wav,"His face was toward me now, and with a perfectly involuntary movement I bent to see it.",his face was toward me now and with a perfectly involuntary movement i bent to see it,0,0,0,0,1
task_1_level_1_clean_067.wav,They faced each other for a moment.,they faced each other for a moment,0,0,0,0,1
task_1_level_1_clean_068.wav,To the bridge which few may pass came young and old.,to the bridge which few may pass came young and old,0,0,0,0,1
task_1_level_1_clean_069.wav,There was but one sane inference someone had taken a liberty rather gross.,there was but one sane inference someone had taken a liberty rather gross,0,0,0,0,1
task_1_level_1_clean_070.wav,What of the quarry ye went to kill?,whane of the cuarry yeu went to kill,0.375,0.148148148,0.375,0.609375,0.390625
task_1_level_1_clean_071.wav,"cried her companion, now standing some six feet above.",pride her companion now standing some six feet above,0.111111111,0.068181818,0.111111111,0.209876543,0.790123457
task_1_level_1_clean_072.wav,"But no place could be too sacred for that which we have to say to each other, and the Holy Presence, in which we both believe, is here to bless and ratify it.",but no place could be too sacred for that which we have to say to each other and the holy presence in which we both believe is here to bless and ratify it,0,0,0,0,1
task_1_level_1_clean_073.wav,"He put down his glass, and walked towards the staircase door.",he put down his glass and walked towards the staircase door,0,0,0,0,1
task_1_level_1_clean_074.wav,"But you would not wish me to come away before I am tired, papa?",but you would not wish me to come away before im tired papa,0.142857143,0.020833333,0.142857143,0.208791209,0.791208791
task_1_level_1_clean_075.wav,No I have friends near by.,no i have friends near by,0,0,0,0,1
task_1_level_1_clean_076.wav,There he had not always the patience that could have been wished.,there he had not always the patience that could have been wished,0,0,0,0,1
task_1_level_1_clean_077.wav,"What do you mean by speaking like this, in this tone, in these words?",what do you mean by speaking like this ind this tone in these words,0.071428571,0.018867925,0.071428571,0.137755102,0.862244898
task_1_level_1_clean_078.wav,"And it was true to say I was going, for was I not going into darkness?",and it was true to say i was going for was i not going into darkness,0,0,0,0,1
task_1_level_1_clean_079.wav,The great thing now is to help the patient to take an interest in the outer world.,the great thing now is to help the patient to take an interest in the outer world,0,0,0,0,1
task_1_level_1_clean_080.wav,We shall only ask the people we like!,he shall only ask the people we like,0.125,0.034482759,0.125,0.234375,0.765625
task_1_level_1_clean_081.wav,Everyone was silent for a minute.,every one was silent for a minute,0.333333333,0,0.285714286,0.404761905,0.595238095
task_1_level_1_clean_082.wav,"And with one leap, he perched himself there.",and with one leaue he perched himself there,0.125,0.057142857,0.125,0.234375,0.765625
task_1_level_1_clean_083.wav,"Are you posing, or are you executing a song and dance, my friend?",are you posing or are you executing a song dance my friend,0.076923077,0.06,0.076923077,0.076923077,0.923076923
task_1_level_1_clean_084.wav,"There were only two other doors in the hall, right and left.",there were only two other doors in the hall right and left,0,0,0,0,1
task_1_level_1_clean_085.wav,"But shots pierced the retina of each eye, and the sight is hopelessly gone.",but shots pierced the retina of each eye and the sight is hopelessly gone,0,0,0,0,1
task_1_level_1_clean_086.wav,Perhaps even now she is yearning to be here.,perhaps even now she is yearning to be here,0,0,0,0,1
task_1_level_1_clean_087.wav,"And the time I shall have with mother, and all the money she spent on me last spring.",in the time i shall have with mother and all the money she spent on me last spring,0.055555556,0.03030303,0.055555556,0.108024691,0.891975309
task_1_level_1_clean_088.wav,"A pitiless hail was hissing round me, and I was sitting on soft turf in front of the overset machine.",a pitilus hal was hissing round me and i was sitting on soft turf in front of the overset machine,0.1,0.0375,0.1,0.19,0.81
task_1_level_1_clean_089.wav,What has it got to do between you and me who are the only two beings in the world that may safely say that we have no need of shams between ourselves?,what has it got to do between you and me who are the only two beings in the world that may safely say that we have no need of shams between ourselves,0,0,0,0,1
task_1_level_1_clean_090.wav,"He could not bear to hear any of them read even the royal letter remained unopened, though he asked to have it in his hand, and fingered the tiny crimson crown.",he could not bear to hear any of them read even the royal letter remained unopened though he asked to have it in his hand and fingerg with tiny crimson crown,0.064516129,0.031496063,0.064516129,0.124869927,0.875130073
task_1_level_1_clean_091.wav,I came here only to take a very few grapes.,i came here only to take a very few grapes,0,0,0,0,1
task_1_level_1_clean_092.wav,"shouted his master just then, as he came into the stable.",shauted his master just then as he came into the stable,0.090909091,0.022222222,0.090909091,0.173553719,0.826446281
task_1_level_1_clean_093.wav,"You had it from himself, had you?",you had it from himself agi,0.285714286,0.2,0.285714286,0.404761905,0.595238095
